NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Av Mrq Castellbell,7,102,42,8032
Av Mrq Castellbell,7,102,42,8032
Ptge M Castellbell,7,102,42,8032
Ptge M Castellbell,7,102,42,8032
Av F Ferrer Guàrdi,3,24,11,8038
Av F Ferrer Guàrdi,3,24,11,8004
Av F Ferrer Guàrdi,3,45,14,8004
Av F Ferrer Guàrdi,3,42,14,8038
Av F Ferrer Guàrdi,3,24,11,8038
Av Paral·lel,3,20,11,8004
Av Paral·lel,3,19,11,8004
Av Paral·lel,3,16,11,8004
Av Paral·lel,3,15,11,8004
Av Paral·lel,3,12,11,8004
Av Paral·lel,3,10,11,8004
Av Paral·lel,3,9,11,8004
Av Paral·lel,3,1,11,8004
Av Paral·lel,3,3,11,8004
Av Paral·lel,3,4,11,8004
Av Paral·lel,3,24,11,8004
Av Paral·lel,1,1,1,8001
Av Paral·lel,1,3,1,8001
Av Paral·lel,1,4,1,8001
Av Paral·lel,2,170,10,8015
Av Paral·lel,1,4,1,8001
Av Paral·lel,2,170,10,8015
Av Paral·lel,2,171,10,8015
Av Paral·lel,2,155,10,8015
Av Paral·lel,2,154,10,8015
Av Paral·lel,2,150,10,8015
Av Paral·lel,2,173,10,8015
Marquès de Foronda,7,57,36,8032
Marquès de Foronda,7,57,36,8032
Pl Puig i Cadafalc,3,24,11,8038
Pl Puig i Cadafalc,3,24,11,8038
Marquès Lamadrid,5,33,25,8035
Marquès Lamadrid,5,33,25,8035
Marquès de la Mina,1,37,3,8003
Marquès de la Mina,1,37,3,8003
Pl Barceloneta,1,40,3,8003
Pl Barceloneta,1,40,3,8003
Marquès Mulhacén,4,55,21,8034
Marquès Mulhacén,4,56,21,8034
Marquès Mulhacén,5,6,23,8034
Marquès Mulhacén,4,55,21,8034
Marquès Mulhacén,5,17,23,8034
Marquès Quadra,1,42,3,8003
Marquès Quadra,1,42,3,8003
Marquès Santa Ana,5,89,27,8023
Marquès Santa Ana,5,89,27,8023
Marquès Santillana,9,53,60,8030
Marquès Santillana,9,53,60,8030
Marquès Sentmenat,4,10,19,8014
Marquès Sentmenat,4,12,19,8029
Marquès Sentmenat,4,15,19,8029
Marquès Sentmenat,4,9,19,8014
Marquès Sentmenat,4,2,19,8014
Marquès Sentmenat,4,1,19,8029
Marquès Sentmenat,4,16,19,8029
Marquès Sentmenat,4,11,19,8014
Marquesa,1,43,4,8003
Marquesa,1,43,4,8003
Mqsa Caldes Montb,7,48,35,8032
Mqsa Caldes Montb,7,50,35,8032
Mqsa Caldes Montb,7,48,35,8032
Mqsa Caldes Montb,7,49,35,8032
Mqsa Caldes Montb,7,47,35,8032
Mqsa de Vilallonga,5,32,25,8017
Mqsa de Vilallonga,5,31,25,8017
Mqsa de Vilallonga,5,31,25,8017
Mqsa de Vilallonga,5,32,25,8017
Marquet,1,31,2,8002
Marquet,1,31,2,8002
Pl Marquilles,1,53,4,8003
Pl Marquilles,1,53,4,8003
Marroc,10,100,71,8018
Marroc,10,101,71,8020
Marroc,10,95,71,8019
Marroc,10,101,71,8020
Marroc,10,94,71,8019
Marroc,10,89,70,8019
Marroc,10,96,71,8018
Marroc,10,101,71,8020
Marroc,10,95,71,8019
Marroc,10,94,71,8019
Marroc,10,89,70,8019
Marroc,10,96,71,8018
Marroc,10,100,71,8018
Marçà,8,49,47,8031
Marçà,8,49,47,8031
Marçà,8,47,46,8031
Marsala,10,83,70,8019
Marsala,10,83,70,8019
Marsans i Rof,7,61,37,8032
Marsans i Rof,7,61,37,8032
Martí,6,35,31,8024
Martí,6,33,31,8024
Martí,6,32,31,8024
Martí,6,29,31,8024
Martí,6,85,32,8024
Martí,6,34,31,8024
Martí,6,33,31,8024
Martí,6,30,31,8024
Martí,6,84,32,8024
Martí,6,31,31,8024
Martí i Alsina,7,115,43,8031
Martí i Alsina,7,116,43,8031
Martí Molins,9,57,61,8027
Martí Molins,9,58,61,8027
Martí Molins,9,57,61,8027
Martí Molins,9,58,61,8027
Pg Picasso,1,55,4,8003
Pg Picasso,1,43,4,8003
Pg Picasso,1,55,4,8003
Pg Picasso,1,44,4,8003
Pg Picasso,1,43,4,8003
Martínez Rosa,6,47,31,8012
Martínez Rosa,6,46,31,8012
Rbla Onze Setembre,9,19,60,8030
Rbla Onze Setembre,9,20,60,8030
Rbla Onze Setembre,9,21,60,8030
Rbla Onze Setembre,9,18,60,8030
Rbla Onze Setembre,9,22,60,8030
Martorell i Peña,5,4,23,8017
Martorell i Peña,5,4,23,8017
Martorelles,8,108,54,8033
Martorelles,8,108,54,8033
Ptge Martras,3,24,11,8004
Ptge Martras,3,24,11,8004
Mas Duran,8,88,52,8016
Mas Duran,8,75,51,8042
Mas Duran,8,77,51,8042
Mas Duran,8,88,52,8016
Mas Duran,8,75,51,8042
Camí Mas Guimbau,5,1,22,8017
Camí Mas Guimbau,5,1,22,8017
Ptge Mas de Roda,10,56,68,8005
Ptge Mas de Roda,10,57,68,8005
Ptge Mas de Roda,10,56,68,8005
Ptge Mas de Roda,10,57,68,8005
Camí Reineta,5,1,22,8017
Camí Reineta,5,1,22,8017
Camí Font Pins,5,1,22,8017
Camí Font Pins,5,1,22,8017
Pg Solé i Pla,5,1,22,8017
Pg Solé i Pla,5,1,22,8017
Mas Yebra,5,34,25,8022
Mas Yebra,5,34,25,8022
Pl Masadas,9,59,61,8027
Pl Masadas,9,59,61,8027
Mascaró,7,47,35,8032
Mascaró,7,50,35,8032
Mascaró,7,48,35,8032
Mascaró,7,47,35,8032
Mascaró,7,50,35,8032
Mascaró,7,51,35,8032
Dolors Masferrer,4,29,19,8028
Dolors Masferrer,4,29,19,8028
Masnou,3,106,18,8014
Masnou,3,50,15,8014
Masnou,3,106,18,8014
Masnou,3,50,15,8014
Ptge Masoliver,10,57,68,8005
Ptge Masoliver,10,57,68,8005
Maspons,6,49,31,8012
Maspons,6,50,31,8012
Maspons,6,49,31,8012
Maspons,6,50,31,8012
Maspons i Labrós,7,37,35,8041
Maspons i Labrós,7,32,35,8041
Maspons i Labrós,7,37,35,8041
Maspons i Labrós,7,32,35,8041
Masquefa,8,109,54,8033
Masquefa,8,108,54,8033
Masquefa,8,109,54,8033
Masquefa,8,108,54,8033
Masriera,3,63,16,8014
Masriera,3,63,16,8014
Ptge Massaguer,10,61,68,8005
Ptge Massaguer,10,61,68,8005
Massanet,1,47,4,8003
Massanet,1,47,4,8003
Massens,6,31,31,8024
Massens,6,32,31,8024
Massens,6,27,30,8024
Massens,6,31,31,8024
Massens,6,32,31,8024
Massens,6,28,31,8024
Massens,6,27,30,8024
Massens,6,28,31,8024
Mata,3,21,11,8004
Mata,3,19,11,8004
Mata,3,22,11,8004
Mata,3,22,11,8004
Matadepera,7,103,43,8035
Matadepera,7,103,43,8035
Matagalls,9,41,60,8030
Matagalls,9,41,60,8030
Matamala,8,48,47,8031
Matamala,8,48,47,8031
Matanzas,9,82,62,8027
Matanzas,9,81,62,8027
Matanzas,9,82,62,8027
Matanzas,9,74,62,8027
Matanzas,9,81,62,8027
Ctra Mataró,10,88,70,8020
Ctra Mataró,10,87,70,8020
Ctra Antiga Mataró,10,50,66,8005
Ctra Antiga Mataró,10,50,66,8005
Camp de la Ferro,9,61,61,8027
Camp de la Ferro,9,61,61,8027
Mateu,6,39,31,8012
Mateu,6,39,31,8012
Mateu Ferran,9,42,60,8030
Mateu Ferran,9,42,60,8030
Elisabeth Eidenben,4,49,20,8028
Elisabeth Eidenben,4,49,20,8028
Matilde,6,48,31,8012
Matilde,6,47,31,8012
Matilde Díez,5,81,27,8006
Matilde Díez,5,81,27,8006
Maurici Serrahima,6,38,31,8012
Maurici Serrahima,6,38,31,8012
Maurici Vilomara,7,54,36,8032
Maurici Vilomara,7,56,36,8032
Maurici Vilomara,7,28,35,8032
Maurici Vilomara,7,56,36,8032
Ptge Maiol,2,52,6,8013
Ptge Maiol,2,52,6,8013
Major Can Caralleu,5,5,23,8017
Major Can Caralleu,5,5,23,8017
Gran de Gràcia,6,44,31,8012
Gran de Gràcia,6,43,31,8012
Gran de Gràcia,6,42,31,8012
Gran de Gràcia,6,40,31,8012
Gran de Gràcia,6,45,31,8012
Gran de Gràcia,6,49,31,8012
Gran de Gràcia,6,51,31,8012
Gran de Gràcia,6,39,31,8012
Gran de Gràcia,6,37,31,8012
Gran de Gràcia,6,41,31,8012
Gran de Gràcia,6,48,31,8012
Gran de Gràcia,6,38,31,8012
Major del Rectoret,5,1,22,8017
Major del Rectoret,5,1,22,8017
Pl Major Rectoret,5,1,22,8017
Pl Major Rectoret,5,1,22,8017
Major de Sarrià,5,12,23,8017
Major de Sarrià,5,10,23,8017
Major de Sarrià,5,9,23,8017
Major de Sarrià,5,12,23,8017
Major de Sarrià,5,11,23,8017
Major de Sarrià,5,11,23,8017
Major de Sarrià,5,8,23,8017
Major de Sarrià,5,7,23,8017
Major de Sarrià,5,13,23,8017
Major de Sarrià,5,7,23,8017
Major de Sarrià,5,8,23,8017
Mecànica,3,29,13,8038
Mecànica,3,29,13,8038
Mecànica,3,30,13,8038
Medes,6,4,28,8023
Medes,6,3,28,8023
Sant Pere Mitjà,1,50,4,8003
Sant Pere Mitjà,1,51,4,8003
Sant Pere Mitjà,1,50,4,8003
Sant Pere Mitjà,1,51,4,8003
Mediona,6,11,28,8035
Mediona,6,11,28,8035
Mediterrània,1,42,3,8003
Mediterrània,1,42,3,8003
Meer,1,34,3,8003
Meer,1,32,3,8003
Meer,1,34,3,8003
Meer,1,32,3,8003
Mejía Lequerica,4,49,20,8028
Mejía Lequerica,4,48,20,8028
Mejía Lequerica,4,84,20,8028
Mèxic,3,24,11,8004
Mèxic,3,46,14,8004
Mèxic,3,45,14,8004
Melcior de Palau,3,93,18,8028
Melcior de Palau,3,92,18,8028
Melcior de Palau,3,88,18,8028
Melcior de Palau,3,110,18,8014
Melcior de Palau,3,111,18,8014
Melcior de Palau,3,93,18,8028
Melcior de Palau,3,92,18,8028
Melcior de Palau,3,89,18,8028
Melcior de Palau,3,109,18,8014
Melcior de Palau,3,107,18,8014
Melilla,5,33,25,8022
Melilla,5,33,25,8022
T Melis,7,38,35,8041
T Melis,7,38,35,8041
Mendel,5,9,23,8034
Mendel,5,10,23,8034
Méndez Núñez,1,52,4,8003
Méndez Núñez,2,75,7,8010
Méndez Núñez,1,52,4,8003
Méndez Núñez,2,74,7,8010
Ptge Méndez Vigo,2,78,7,8009
Ptge Méndez Vigo,2,78,7,8009
Torrent de l'Olla,6,45,31,8012
Torrent de l'Olla,6,46,31,8012
Torrent de l'Olla,6,50,31,8012
Torrent de l'Olla,6,51,31,8012
Torrent de l'Olla,6,39,31,8012
Torrent de l'Olla,6,38,31,8012
Torrent de l'Olla,6,37,31,8012
Torrent de l'Olla,6,57,31,8012
Torrent de l'Olla,6,55,31,8012
Torrent de l'Olla,6,54,31,8012
Torrent de l'Olla,6,53,31,8012
Torrent de l'Olla,6,52,31,8012
Torrent de l'Olla,6,34,31,8012
Torrent de l'Olla,6,36,31,8012
Menor de Sarrià,5,8,23,8017
Menor de Sarrià,5,8,23,8017
Menorca,10,115,72,8020
Menorca,10,116,72,8020
Menorca,10,133,73,8020
Menorca,10,113,72,8020
Menorca,10,114,72,8020
Menorca,10,115,72,8020
Menorca,10,117,72,8020
Menorca,10,132,73,8020
Menorca,10,132,73,8020
Menorca,10,117,72,8020
Menorca,10,132,73,8020
Menorca,10,117,72,8020
Menorca,10,132,73,8020
Menorca,10,117,72,8020
Menorca,10,130,73,8020
Menorca,10,139,73,8020
Menorca,10,135,73,8020
Menorca,10,132,73,8020
Menorca,10,131,73,8020
Pl Mercadal,9,42,60,8030
Pl Mercadal,9,44,60,8030
Pl Mercadal,9,42,60,8030
Pl Mercadal,9,44,60,8030
Pl Mercadal,9,42,60,8030
Pl Mercadal,9,42,60,8030
Ptge Mercader,2,81,7,8008
Ptge Mercader,2,81,7,8008
Mercaders,1,47,4,8003
Mercaders,1,49,4,8003
Mercaders,1,47,4,8003
Mercaders,1,49,4,8003
Bda Mercat,7,117,43,8032
Bda Mercat,7,118,43,8032
Mercat,9,42,60,8030
Mercat,9,42,60,8030
Ptge Mercat,2,65,7,8009
Ptge Mercat,2,65,7,8009
Pl Mercat,10,39,65,8018
Pl Mercat,10,38,65,8018
Pl Mercat,10,39,65,8018
Pl Mercat,10,38,65,8018
Ptge Mercantil,1,44,4,8003
Ptge Mercantil,1,44,4,8003
Mercè,1,30,2,8002
Mercè,1,31,2,8002
Mercè,1,30,2,8002
Mercè,1,31,2,8002
Ptge Valeri Serra,2,93,8,8011
Ptge Valeri Serra,2,94,8,8011
Ptge Valeri Serra,2,93,8,8011
Ptge Valeri Serra,2,94,8,8011
Pl Mercè,1,31,2,8002
Pl Mercè,1,30,2,8002
Pl Mercè,1,31,2,8002
Pl Mercè,1,30,2,8002
Mercedes,6,22,30,8024
Mercedes,6,22,30,8024
Ptge Mercedes,6,22,30,8024
Ptge Mercedes,6,22,30,8024
Rbla Mercedes,6,18,30,8024
Rbla Mercedes,6,18,30,8024
Rbla Mercedes,6,22,30,8024
Rbla Mercedes,6,22,30,8024
Av Meridiana,10,48,66,8018
Av Meridiana,10,44,66,8018
Av Meridiana,2,1,5,8018
Av Meridiana,2,12,5,8018
Av Meridiana,10,41,65,8026
Av Meridiana,10,40,65,8026
Av Meridiana,10,39,65,8026
Av Meridiana,10,39,65,8026
Av Meridiana,10,25,64,8026
Av Meridiana,10,24,64,8026
Av Meridiana,10,24,64,8026
Av Meridiana,10,2,64,8026
Av Meridiana,10,1,64,8026
Av Meridiana,9,89,63,8027
Av Meridiana,9,88,63,8027
Av Meridiana,9,89,63,8027
Av Meridiana,9,83,63,8027
Av Meridiana,9,69,61,8027
Av Meridiana,9,70,61,8027
Av Meridiana,9,71,61,8027
Av Meridiana,8,18,44,8027
Av Meridiana,8,19,44,8016
Av Meridiana,8,29,45,8016
Av Meridiana,8,95,52,8016
Av Meridiana,8,29,45,8016
Av Meridiana,8,95,52,8016
Av Meridiana,8,96,52,8016
Av Meridiana,8,97,52,8016
Av Meridiana,8,106,53,8033
Av Meridiana,10,48,66,8018
Av Meridiana,10,49,66,8018
Av Meridiana,10,44,66,8018
Av Meridiana,10,43,66,8018
Av Meridiana,10,41,65,8018
Av Meridiana,10,40,65,8018
Av Meridiana,10,39,65,8018
Av Meridiana,10,26,65,8026
Av Meridiana,10,27,65,8026
Av Meridiana,10,28,65,8026
Av Meridiana,9,95,63,8027
Av Meridiana,9,90,63,8027
Av Meridiana,9,91,63,8027
Av Meridiana,9,65,61,8027
Av Meridiana,9,67,61,8027
Av Meridiana,9,57,61,8027
Av Meridiana,9,56,61,8027
Av Meridiana,9,55,61,8027
Av Meridiana,9,49,60,8030
Av Meridiana,9,48,60,8030
Av Meridiana,9,46,60,8030
Av Meridiana,9,45,60,8030
Av Meridiana,9,43,60,8030
Av Meridiana,9,41,60,8030
Av Meridiana,9,40,60,8030
Av Meridiana,9,35,60,8030
Av Meridiana,9,34,60,8030
Av Meridiana,9,33,60,8030
Av Meridiana,9,5,57,8033
Av Meridiana,9,1,57,8033
Av Meridiana,9,88,63,8027
Av Meridiana,10,25,64,8026
Av Meridiana,10,18,64,8026
Av Meridiana,2,13,5,8018
Av Meridiana,9,68,61,8027
Av Meridiana,10,45,66,8018
Meridional,10,39,65,8018
Meridional,10,39,65,8018
Messina,10,83,70,8019
Messina,10,85,70,8019
Messina,10,86,70,8019
Messina,10,83,70,8019
Messina,10,85,70,8019
Messina,10,86,70,8019
Hostal Sant Antoni,1,44,4,8003
Hostal Sant Antoni,1,44,4,8003
Metal·lúrgia,3,25,12,8038
Metal·lúrgia,3,26,13,8038
Metges,1,53,4,8003
Metges,1,53,4,8003
Misser Ferrer,1,23,2,8002
Misser Ferrer,1,23,2,8002
Ptge Mig del Turó,7,29,35,8041
Ptge Mig del Turó,7,29,35,8041
Miquel Àngel,3,108,18,8014
Miquel Àngel,3,89,18,8028
Miquel Àngel,3,92,18,8028
Miquel Àngel,3,94,18,8028
Miquel Àngel,3,84,17,8028
Miquel Àngel,3,109,18,8014
Miquel Àngel,3,89,18,8028
Miquel Àngel,3,92,18,8028
Miquel Àngel,3,93,18,8028
Miquel Àngel,3,84,17,8028
Miquel Bleach,3,50,15,8014
Miquel Bleach,3,50,15,8014
Miquel Boera,1,35,3,8003
Miquel Boera,1,35,3,8003
Miquel Ferrà,8,11,44,8031
Miquel Ferrà,8,10,44,8031
M Sants Oliver,7,21,34,8024
M Sants Oliver,7,21,34,8024
M Sants Oliver,7,22,34,8024
Ptge Mil vuit-cent,1,19,1,8001
Ptge Mil vuit-cent,1,19,1,8001
Milà i Fontanals,6,58,31,8012
Milà i Fontanals,6,56,31,8012
Milà i Fontanals,6,58,31,8012
Milà i Fontanals,6,59,31,8012
Milà i Fontanals,6,55,31,8012
Miracle,3,91,18,8028
Miracle,3,90,18,8028
Miracle,3,90,18,8028
Miracle,3,91,18,8028
Milanesat,5,23,24,8017
Milanesat,5,24,24,8017
Milanesat,5,25,24,8017
Milanesat,5,24,24,8017
Milanesat,5,25,24,8017
Milanesat,5,23,24,8017
Milans,1,27,2,8002
Milans,1,27,2,8002
Milton,6,42,31,8012
Milton,6,42,31,8012
Mímica,7,96,40,8035
Mímica,7,96,40,8035
Mimoses,5,9,23,8034
Mimoses,5,9,23,8034
Pg Grèvol,5,1,22,8017
Pg Grèvol,5,1,22,8017
Mina,1,1,1,8001
Mina de la Ciutat,8,69,50,8042
Mina de la Ciutat,8,68,50,8042
Mina de la Ciutat,8,69,50,8042
Mina de la Ciutat,8,68,50,8042
Mina de la Ciutat,8,67,50,8042
Mina de la Ciutat,8,66,50,8042
Mineria,3,36,13,8038
Mineria,3,212,13,8038
Mineria,3,213,13,8038
Mineria,3,40,14,8038
Minerva,6,44,31,8006
Minerva,6,44,31,8006
Ptge Ministral,6,15,29,8023
Ptge Ministral,6,15,29,8023
Miño,5,38,25,8022
Miño,5,38,25,8022
Miquel i Badia,6,24,30,8024
Miquel i Badia,6,23,30,8024
Mir,9,43,60,8030
Mir,9,43,60,8030
Mir Geribert,3,53,15,8014
Mir Geribert,3,53,15,8014
Mirallers,1,45,4,8003
Mirallers,1,46,4,8003
Av Miramar,3,24,11,8038
Av Miramar,3,24,11,8038
Ctra Miramar,3,24,11,8038
Ctra Miramar,3,24,11,8038
Ctra Miramar,3,22,11,8038
Pg Miramar,3,22,11,8038
Pg Miramar,3,24,11,8038
Mireia,9,5,57,8033
Mireia,9,1,57,8033
Mireia,9,4,57,8033
Mireia,9,3,57,8033
Miret i Sans,4,53,21,8034
Miret i Sans,4,56,21,8034
Miret i Sans,4,55,21,8034
Miret i Sans,4,56,21,8034
Av Mistral,2,157,10,8015
Av Mistral,2,155,10,8015
Av Mistral,2,154,10,8015
Av Mistral,2,150,10,8015
Av Mistral,2,167,10,8015
Av Mistral,2,157,10,8015
Av Mistral,2,153,10,8015
Av Mistral,2,151,10,8015
Av Mistral,2,150,10,8015
Modest Urgell,9,25,60,8030
Modest Urgell,9,25,60,8030
Modolell,5,54,26,8021
Modolell,5,53,26,8021
Modolell,5,49,26,8021
Modolell,5,50,26,8021
Modolell,5,54,26,8021
Modolell,5,53,26,8021
Modolell,5,52,26,8021
Modolell,5,50,26,8021
Mogent,10,84,70,8019
Mogent,10,84,70,8019
Ptge Monyarc,10,95,71,8019
Ptge Monyarc,10,95,71,8019
Moles,1,23,2,8002
Moles,1,23,2,8002
Pl Molina,5,75,26,8006
Pl Molina,5,71,26,8006
Moliné,5,72,26,8006
Moliné,5,72,26,8006
Molí,8,87,52,8016
Molí,8,88,52,8016
Molí,8,89,52,8016
Molí,8,102,52,8016
Molí,8,87,52,8016
Molí,8,88,52,8016
Molí,8,89,52,8016
Molí,8,102,52,8016
Molí,8,101,52,8016
Molí,8,102,52,8016
Molí,8,101,52,8016
Camí Molí Vallvidr,5,3,22,8017
Camí Molí Vallvidr,5,3,22,8017
Ctra Molins de Rei,5,2,22,8017
Molist,6,22,30,8024
Molist,6,24,30,8024
Pg Mollerussa,9,9,59,8030
Pg Mollerussa,9,10,59,8030
Pg Mollerussa,9,11,59,8030
Mònec,1,51,4,8003
Mònec,1,51,4,8003
Bda Monestir,4,56,21,8034
Bda Monestir,4,56,21,8034
Monestir,4,56,21,8034
Monestir,5,6,23,8034
Monestir,4,56,21,8034
Monestir,5,6,23,8034
Pl Monestir,4,56,21,8034
Pl Monestir,4,56,21,8034
Moneders,4,56,21,8034
Moneders,4,56,21,8034
Monegal,5,90,27,8023
Monegal,5,90,27,8023
Montfar,3,42,14,8004
Montfar,3,45,14,8004
Montfar,3,42,14,8004
Monistrol,6,58,31,8012
Monistrol,6,58,31,8012
Monges,9,51,60,8030
Monges,9,50,60,8030
Monges,9,47,60,8030
Monges,9,44,60,8030
Monges,9,51,60,8030
Monges,9,47,60,8030
Monges,9,44,60,8030
Monjo,1,41,3,8003
Monjo,1,41,3,8003
Monlau,9,58,61,8027
Monlau,9,59,61,8027
Monlau,9,60,61,8027
Monlau,9,58,61,8027
Monlau,9,59,61,8027
Monlau,9,60,61,8027
Montmany,6,60,31,8012
Montmany,6,61,31,8012
Montmany,6,60,31,8012
Montmany,6,61,31,8012
Pl Mons,6,4,28,8023
Pl Mons,6,12,28,8023
Pl Mons,6,4,28,8023
Pl Mons,6,4,28,8023
Pl Mons,6,6,28,8023
Pl Mons,6,13,29,8023
Montagut,8,48,47,8031
Montagut,8,48,47,8031
Montalegre,1,18,1,8001
Montalegre,1,20,1,8001
Av Montanyans,3,24,11,8038
Av Montanyans,3,24,11,8038
Muntanya,10,26,65,8026
Muntanya,10,23,64,8026
Muntanya,10,26,65,8026
Muntanya,10,24,64,8026
Muntanya,10,22,64,8026
Rbla Muntanya,7,45,35,8041
Rbla Muntanya,7,33,35,8041
Rbla Muntanya,7,32,35,8041
Rbla Muntanya,7,45,35,8041
Rbla Muntanya,7,33,35,8041
Rbla Muntanya,7,31,35,8041
Rbla Muntanya,7,43,35,8041
Rbla Muntanya,7,44,35,8041
Montanyans,1,53,4,8003
Montanyans,1,53,4,8003
Montcada,1,48,4,8003
Montcada,1,45,4,8003
Montcada,1,47,4,8003
Montcada,1,45,4,8003
Plta Montcada,1,45,4,8003
Plta Montcada,1,45,4,8003
Montclar,5,4,23,8017
Montclar,5,4,23,8017
Pg Amunt,6,85,32,8024
Pg Amunt,6,85,32,8024
Mont d'Orsà,5,3,22,8017
Mont d'Orsà,5,3,22,8017
Ptge Mont Pietat,7,41,35,8041
Ptge Mont Pietat,7,41,35,8041
Montecassino,5,78,26,8006
Montecassino,5,78,26,8006
Turó de Monterols,5,78,26,8006
Turó de Monterols,5,79,26,8006
Turó de Monterols,5,79,26,8006
Turó de Monterols,5,78,26,8006
Monterols,5,13,23,8034
Monterols,5,13,23,8034
Montsió,1,23,2,8002
Montsió,1,23,2,8002
Montevideo,4,56,21,8034
Montevideo,4,56,21,8034
Montevideo,5,6,23,8034
Montevideo,5,5,23,8034
Ctra Montjuïc,3,24,11,8038
Ctra Montjuïc,3,24,11,8038
Pg Montjuïc,3,20,11,8004
Pg Montjuïc,3,20,11,8004
Pg Montjuïc,3,21,11,8004
Pg Montjuïc,3,22,11,8004
Montjuïc del Carme,1,20,1,8001
Montjuïc del Carme,1,20,1,8001
Montjuïc del Bisbe,1,25,2,8002
Montjuïc del Bisbe,1,25,2,8002
Montmajor,8,41,46,8031
Montmajor,8,40,46,8031
Montmajor,8,42,46,8031
Montmajor,8,40,46,8031
Montnegre,4,13,19,8029
Montnegre,4,14,19,8029
Montnegre,4,17,19,8029
Montnegre,4,20,19,8029
Montnegre,4,15,19,8029
Montnegre,4,14,19,8029
Montnegre,4,17,19,8029
Montnegre,4,14,19,8029
Montnegre,4,17,19,8029
Montornès,6,12,28,8023
Montornès,6,11,28,8023
Montornès,6,11,28,8023
Ptge Montornès,6,11,28,8023
Ptge Montornès,6,11,28,8023
Montpeller,9,44,60,8030
Montpeller,9,44,60,8030
Mont-ral,7,104,43,8042
Mont-roig,5,83,27,8006
Mont-roig,5,83,27,8006
Mont-ros,3,99,18,8014
Mont-ros,3,100,18,8014
Montsant,8,40,46,8031
Montsant,8,48,47,8031
Montsant,8,40,46,8031
Montsec,9,47,60,8030
Montsec,9,46,60,8030
Montsec,9,47,60,8030
Montsec,9,46,60,8030
Montseny,6,51,31,8012
Montseny,6,49,31,8012
Montseny,6,50,31,8012
Montserrat,1,1,1,8001
Montserrat,1,1,1,8001
Ptge Montserrat,10,72,68,8005
Ptge Montserrat,10,72,68,8005
Plta Montserrat,6,16,29,8023
Plta Montserrat,6,17,29,8023
Plta Montserrat,6,17,29,8023
Montse Casanovas,7,54,36,8032
Montse Casanovas,7,56,36,8032
Montse Casanovas,7,59,37,8032
Montse Casanovas,7,52,36,8032
Montse Casanovas,7,54,36,8032
Montse Casanovas,7,56,36,8032
Montse Casanovas,7,58,36,8032
Muntanya Montserra,7,26,34,8032
Muntanya Montserra,7,26,34,8032
Monturiol,10,36,65,8018
Monturiol,10,32,65,8018
Monturiol,10,36,65,8018
Monturiol,10,32,65,8018
Monturiol,10,36,65,8018
Monturiol,10,33,65,8018
Monturiol,10,32,65,8018
Camí Can Móra,6,18,30,8024
Camí Can Móra,7,61,37,8023
Camí Can Móra,7,61,37,8032
Móra d'Ebre,6,4,28,8023
Móra d'Ebre,6,13,29,8023
Móra d'Ebre,6,17,29,8023
Móra d'Ebre,6,13,29,8023
Móra d'Ebre,6,17,29,8023
Móra d'Ebre,6,15,29,8023
Móra d'Ebre,6,4,28,8023
Móra d'Ebre,6,17,29,8023
Móra d'Ebre,6,16,29,8023
Móra la Nova,6,16,29,8023
Móra la Nova,6,16,29,8023
Morabos,3,45,14,8004
Morabos,3,45,14,8004
Moragas,5,36,25,8022
Moragas,5,35,25,8022
Moragas,5,37,25,8022
Moragas,5,35,25,8022
Morales,4,20,19,8029
Morales,4,17,19,8029
Morales,4,17,19,8029
Moratín,7,79,37,8032
Moratín,7,78,37,8032
Moratín,7,80,37,8032
Morató,6,15,29,8035
Morató,6,15,29,8035
Morell,6,12,28,8023
Morell,6,12,28,8023
Ptge Morenes,10,94,71,8019
Ptge Morenes,10,94,71,8019
Morera,1,19,1,8001
Morera,1,19,1,8001
Mosques,1,45,4,8003
Mosques,1,45,4,8003
T Rovelló,5,1,22,8017
T Rovelló,5,1,22,8017
Pl Mossèn Clapés,9,33,60,8030
Pl Mossèn Clapés,9,36,60,8030
Pl Mossèn Clapés,9,33,60,8030
Pl Mossèn Clapés,9,36,60,8030
Pl Mossèn Clapés,9,34,60,8030
Pl Mossèn Clapés,9,34,60,8030
Mossèn Vives,5,32,25,8022
Mossèn Vives,5,32,25,8022
Motors,3,25,12,8040
Motors,3,24,11,8038
Motors,3,25,12,8040
Democràcia,10,36,65,8018
Democràcia,10,36,65,8018
Democràcia,10,32,65,8018
Democràcia,10,32,65,8018
Moià,5,67,26,8006
Moià,5,67,26,8006
Moianès,3,58,16,8014
Moianès,3,51,15,8014
Moianès,3,56,15,8014
Moianès,3,55,15,8014
Moianès,3,52,15,8014
Moianès,3,57,16,8014
Mozart,6,48,31,8012
Mozart,6,47,31,8012
Mühlberg,7,60,37,8024
Mühlberg,7,26,34,8024
Mühlberg,7,60,37,8024
Ptge Mulassa,7,59,37,8032
Ptge Mulassa,7,56,36,8032
Ptge Mulet,5,82,27,8006
Ptge Mulet,5,82,27,8006
Municipi,10,37,65,8018
Municipi,10,32,65,8018
Munné,3,80,17,8028
Munné,3,80,17,8028
Munner,5,31,25,8022
Munner,5,31,25,8022
Muntadas,3,106,18,8014
Muntadas,3,49,15,8014
Muntadas,3,106,18,8014
Muntadas,3,106,18,8014
