NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Josep Miret,10,131,73,8020
Josep Miret,10,133,73,8020
Josep Miret,10,132,73,8020
Josep Miret,10,133,73,8020
Pg Josep Carner,1,1,1,8039
Pg Josep Carner,3,20,11,8038
Pg Josep Carner,1,1,1,8001
Pg Josep Carner,3,24,11,8038
Pg Josep Carner,3,20,11,8038
A César Sandino,9,9,59,8030
A César Sandino,9,9,59,8030
Ptge Andalusia,3,69,16,8014
Ptge Andalusia,3,68,16,8014
Ptge Via Trajana B,10,137,73,8020
Ptge Via Trajana B,10,137,73,8020
Ptge Via Trajana A,10,137,73,8020
Ptge Via Trajana A,10,137,73,8020
Can Castellví,5,1,22,8017
Can Castellví,5,1,22,8017
Binèfar,10,136,73,8020
Binèfar,10,137,73,8020
Binèfar,10,139,73,8020
Binèfar,10,138,73,8020
Moll Oest,3,25,12,8039
Moll E Fernández,3,25,12,8039
Ptja Barceloneta,1,32,3,8003
Ptja Barceloneta,1,35,3,8003
Cunit,7,21,34,8024
Cunit,7,21,34,8024
Cunit,7,22,34,8024
Cresques,9,14,59,8030
Cresques,9,15,59,8030
Cresques,9,14,59,8030
Cresques,9,15,59,8030
Ptge Grèvol,5,1,22,8017
Ptge Grèvol,5,1,22,8017
Camí Mig Can Balas,5,1,22,8017
Camí Mig Can Balas,5,1,22,8017
Ptge Camí Mas Saur,5,1,22,8017
Ptge Camí Mas Saur,5,1,22,8017
Sagrada Família,5,1,22,8017
Sagrada Família,5,1,22,8017
Pl Jardins Elx,9,57,61,8027
Pl Jardins Elx,9,58,61,8027
Ctra Vallvi Planes,5,1,22,8017
Ctra Vallvi Planes,5,1,22,8017
Ptge Tossa,7,72,37,8032
Ptge Tossa,7,119,43,8032
Filatures,9,54,60,8030
Filatures,9,54,60,8030
Ctra Circmv Tram 5,3,25,12,8038
Ctra Circmv Tram 5,3,25,12,8038
Mirador del Palau,3,24,11,8038
Mirador del Palau,3,24,11,8038
SN(Pujades Llatzar,10,65,68,8005
SN(Pujades Llatzar,10,65,68,8005
Marinada,5,32,25,8017
Marinada,5,32,25,8017
Ptge Tt Estadella,9,15,59,8030
Ptge Tt Estadella,9,15,59,8030
Espinagosa,5,3,22,8017
Espinagosa,5,3,22,8017
Papiol,7,86,38,8035
Papiol,7,86,38,8035
Camí Gírgola,5,5,23,8017
Camí Gírgola,5,5,23,8017
Caresmar,9,13,59,8030
Caresmar,9,13,59,8030
Òrrius,9,13,59,8030
Òrrius,9,13,59,8030
Josep M. Sagarra,4,52,21,8034
Josep M. Sagarra,4,52,21,8034
Beltrán i Rózpide,4,52,21,8034
Beltrán i Rózpide,4,52,21,8034
Ll Nicolau d'Olwer,4,52,21,8034
Ll Nicolau d'Olwer,4,52,21,8034
Pedro i Pons,4,52,21,8034
Pedro i Pons,4,52,21,8034
Drs Trias i Pujol,4,52,21,8034
Drs Trias i Pujol,4,52,21,8034
Dr A Pi i Sunyer,4,52,21,8034
Dr A Pi i Sunyer,4,52,21,8034
Serra i Hunter,4,52,21,8034
Serra i Hunter,4,52,21,8034
Lluís Pericot,4,52,21,8034
Lluís Pericot,4,52,21,8034
Rubió i Lluch,4,52,21,8034
Rubió i Lluch,4,52,21,8034
Ptge Pruit,8,109,54,8033
Ptge Pruit,8,109,54,8033
Pollença,8,37,45,8016
Pollença,8,37,45,8016
Paixalet,9,27,60,8030
Paixalet,9,27,60,8030
Pl Lola Anglada,8,99,52,8016
Pl Lola Anglada,8,99,52,8016
Pas Valls,3,42,14,8004
Pas Valls,3,42,14,8004
Ctra A Hta Cerdany,8,109,54,8033
Ctra A Hta Cerdany,8,109,54,8033
Segadors,9,25,60,8030
Segadors,9,27,60,8030
Pl Sot Paletes,9,27,60,8030
Pl Sot Paletes,9,27,60,8030
Ptge Brull,8,109,54,8033
Ptge Brull,8,109,54,8033
Ptge Brull,8,112,55,8033
Camí Cama-sec,5,3,22,8017
Camí Cama-sec,5,2,22,8017
Pg Bosc Roquetes,8,103,53,8033
Pg Bosc Roquetes,8,107,53,8033
Pg Bosc Roquetes,8,107,53,8033
Pg Bosc Roquetes,8,67,50,8042
Pg Bosc Roquetes,8,67,50,8042
Mirador de Llobera,8,67,50,8042
Mirador de Llobera,8,66,50,8042
Longitudinal 7,3,25,12,8040
Longitudinal 7,3,25,12,8040
Longitudinal 5,3,25,12,8040
Longitudinal 5,3,25,12,8040
Major Mercabarna,3,25,12,8040
Major Mercabarna,3,25,12,8040
Longitudinal 6,3,25,12,8040
Longitudinal 6,3,25,12,8040
Longitudinal 10,3,25,12,8040
Longitudinal 10,3,25,12,8040
Transversal 5,3,25,12,8040
Transversal 5,3,25,12,8040
Transversal 8,3,25,12,8040
Transversal 8,3,25,12,8040
SN (Llerona Baleny,8,108,54,8033
SN (Llerona Baleny,8,108,54,8033
Pl Torre Llobeta,8,9,44,8031
Pl Corts,4,12,19,8029
Pl Corts,4,12,19,8029
Comas i Solà,4,52,21,8034
Comas i Solà,4,52,21,8034
Pl Cultura,10,141,73,8020
Pl Cultura,10,141,73,8020
Pl Pare E Millan,3,24,11,8038
Pl Gall,2,96,8,8011
Pl Joan Peiró,3,106,18,8014
Pl Joan Peiró,3,106,18,8014
Pl A Pérez i Moya,3,50,15,8014
Pl Gral Moragues,9,64,61,8027
Camí Ciureny,5,1,22,8017
Camí Ciureny,5,1,22,8017
Camí Pebràs,5,1,22,8017
Camí Llenega,5,3,22,8017
Camí Llenega,5,3,22,8017
Camí Llenega,5,1,22,8017
Esc Font del Mont,5,2,22,8017
Esc Font del Mont,5,2,22,8017
Camí Múrgola,5,3,22,8017
Camí Múrgola,5,3,22,8017
Camí Boscà,5,2,22,8017
Camí Boscà,5,2,22,8017
Camí Can Llavallol,5,1,22,8017
Santa Olívia,7,115,43,8031
Santa Olívia,7,115,43,8031
Ptja Mar Bella,10,78,69,8005
Ptja Mar Bella,10,78,69,8005
Josep Irla i Bosch,4,24,19,8034
Josep Irla i Bosch,4,23,19,8034
Josep Irla i Bosch,4,24,19,8034
Camí Carlet,5,5,23,8017
Camí Carlet,5,5,23,8017
Pl Peixos,1,23,2,8002
Pl Peixos,1,23,2,8002
Pl Castelao,7,123,43,8031
Pl Castelao,7,123,43,8031
Plta Roser,5,9,23,8034
Plta Roser,5,9,23,8034
Pl Països Catalans,3,106,18,8014
Pl Països Catalans,3,106,18,8014
Pl Z Camprubí,10,237,71,8020
Pl Nemesi Ponsati,3,24,11,8038
J Puig i Pidemunt,8,73,50,8042
J Puig i Pidemunt,8,73,50,8042
Pl Puigcerdà,10,102,71,8020
Ptja Nova Icària,10,55,67,8005
Ptja Nova Icària,10,59,68,8005
Ptja Nova Icària,10,55,67,8005
Ptja Nova Mar Bell,10,78,69,8019
Ptja Nova Mar Bell,10,78,69,8019
Ptja Sant Sebastià,1,32,3,8039
Pl M Casablancas,9,35,60,8030
Pl M Casablancas,9,35,60,8030
Esc Llobera,8,67,50,8042
Pl C Pi i Sunyer,1,23,2,8002
Pl C Pi i Sunyer,1,23,2,8002
Carles Riba,5,32,25,8017
Carles Riba,5,32,25,8017
Av Estatut Catalun,7,102,42,8035
Av Estatut Catalun,7,100,41,8035
Av Estatut Catalun,7,98,41,8035
Av Estatut Catalun,7,111,43,8035
Av Estatut Catalun,7,98,41,8035
Av Estatut Catalun,7,112,43,8032
Av Estatut Catalun,7,111,43,8031
Av Estatut Catalun,7,103,43,8035
Josep Solé Barberà,8,73,50,8042
Josep Solé Barberà,8,73,50,8042
Av Litoral,10,59,68,8005
Av Litoral,10,78,69,8005
Av Litoral,10,80,69,8019
Av Litoral,10,81,70,8019
Av Litoral,1,36,3,8005
Av Litoral,10,55,67,8005
Av Litoral,10,59,68,8005
Av Litoral,10,78,69,8005
Av Litoral,10,80,69,8019
Av Litoral,10,81,70,8019
Arnold Schönberg,6,4,28,8024
Arnold Schönberg,6,3,28,8024
Arnold Schönberg,6,18,30,8024
Camí Fredolic,5,1,22,8017
Camí Fredolic,5,1,22,8017
Mossèn Batlle,6,21,30,8024
Mossèn Batlle,6,21,30,8024
Pl Buenav Durruti,3,39,13,8038
Joan Miró,10,55,67,8005
Joan Miró,10,53,67,8005
Joan Miró,10,55,67,8005
Joan Miró,10,53,67,8005
Joan Miró,10,52,67,8005
Salvador Espriu,10,54,67,8005
Salvador Espriu,10,55,67,8005
Salvador Espriu,10,59,68,8005
Rosa Sensat,10,55,67,8005
Rosa Sensat,10,53,67,8005
Rosa Sensat,10,52,67,8005
Rosa Sensat,10,55,67,8005
Rosa Sensat,10,53,67,8005
Rosa Sensat,10,52,67,8005
Arquitecte Sert,10,53,67,8005
Arquitecte Sert,10,55,67,8005
Arquitecte Sert,10,53,67,8005
Arquitecte Sert,10,55,67,8005
Frederic Mompou,10,55,67,8005
Frederic Mompou,10,55,67,8005
Joan Oliver,10,55,67,8005
Joan Oliver,10,55,67,8005
Jaume Vicens Vives,10,59,68,8005
Jaume Vicens Vives,10,55,67,8005
Moscou,10,54,67,8005
Moscou,10,54,67,8005
Moscou,10,53,67,8005
Pl Tirant lo Blanc,10,55,67,8005
Pl Tirant lo Blanc,10,55,67,8005
Munic,10,53,67,8005
Munic,10,53,67,8005
Hèlsinki,10,53,67,8005
Hèlsinki,10,53,67,8005
Amsterdam,10,53,67,8005
Amsterdam,10,53,67,8005
Anvers,10,53,67,8005
Anvers,10,53,67,8005
Seül,10,53,67,8005
Seül,10,53,67,8005
Estocolm,10,53,67,8005
Estocolm,10,53,67,8005
Melbourne,10,53,67,8005
Melbourne,10,53,67,8005
Los Angeles,10,53,67,8005
Los Angeles,10,53,67,8005
Saint Louis,10,53,67,8005
Pl Rafael Benet,5,23,24,8017
Pl Rafael Benet,5,23,24,8017
Fonolleda,5,3,22,8017
Fonolleda,5,3,22,8017
Víctor Jara,8,60,49,8042
Víctor Jara,8,60,49,8042
Pl Margarida Xirgu,3,6,11,8004
Pl Margarida Xirgu,3,5,11,8004
Pl Margarida Xirgu,3,5,11,8004
Pl Rosa Sabater,5,35,25,8022
Pl Rosa Sabater,5,35,25,8022
Pg Migdia,3,24,11,8038
Pg Migdia,3,24,11,8038
Ptja Bogatell,10,59,68,8005
Ptja Bogatell,10,59,68,8005
Port Olímpic,10,55,67,8005
Moll Marina,10,55,67,8005
Moll Marina,10,55,67,8005
Moll Mestral,10,55,67,8005
Moll Mestral,10,55,67,8005
Moll Gregal,10,55,67,8005
Moll Gregal,10,55,67,8005
Pl Espronceda,10,99,71,8018
Doctor Font i Quer,3,24,11,8038
Doctor Font i Quer,3,24,11,8038
Anoia,3,39,13,8038
Anoia,3,39,13,8038
Gaià,3,38,13,8038
Gaià,3,39,13,8038
Gaià,3,38,13,8038
Gaià,3,39,13,8038
Pl Palestina,7,92,39,8035
Muga,3,39,13,8038
Muga,3,39,13,8038
Pl Roja Ciutat Mer,8,112,55,8033
Sallent,3,69,16,8014
Sallent,3,68,16,8014
Onyar,3,39,13,8038
Onyar,3,38,13,8038
Onyar,3,39,13,8038
Onyar,3,38,13,8038
Pl Primer de Maig,8,116,56,8033
Coure,3,27,13,8038
Coure,3,26,13,8038
Coure,3,27,13,8038
Platí,3,26,13,8038
Platí,3,27,13,8038
Pl A Badia i Mur,9,61,61,8027
Pl Sòl de Baix,4,34,19,8028
Pl Ram de l'Aigua,10,131,73,8020
Trvs Castellfollit,8,109,54,8033
Gerard Piera,4,34,19,8028
Gerard Piera,4,34,19,8028
Batista i Roca,4,12,19,8029
Batista i Roca,4,12,19,8029
Foixarda,3,24,11,8038
Foixarda,3,24,11,8038
J Rubió i Balaguer,10,122,72,8020
J Rubió i Balaguer,10,122,72,8020
Avet,5,2,22,8017
Avet,5,2,22,8017
Bedoll,5,2,22,8035
Bedoll,5,2,22,8035
Camí Faig,5,2,22,8017
Camí Faig,5,2,22,8017
Camí Savina,5,2,22,8017
Camí Savina,5,2,22,8017
Pl Mig de Can Clos,3,38,13,8038
Pl Mig de Can Clos,3,38,13,8038
Pl Diagonal Mar,10,93,70,8019
Pl Diagonal Mar,10,93,70,8019
Antoni Alberdi,4,24,19,8034
Antoni Alberdi,4,24,19,8034
Esp Bac de Roda,10,78,69,8005
Bisbe J Climent,10,59,68,8005
Bisbe J Climent,10,59,68,8005
Esp Mar Bella,10,78,69,8005
Dolça de Provença,10,126,73,8020
Dolça de Provença,10,125,73,8020
Ptge Ferradura,10,134,73,8020
Ptge Ferradura,10,134,73,8020
Pg Marít Bogatell,10,59,68,8005
Pg Marít Bogatell,10,59,68,8005
Pg Marít Bogatell,10,78,69,8005
Pg Mar Nova Icària,10,55,67,8005
Pg Mar Nova Icària,10,55,67,8005
Pg Marít Port Olím,10,55,67,8005
Pg Marít Port Olím,10,55,67,8005
Torre Melina,4,47,20,8028
Torre Melina,4,47,20,8028
Lluís Solé Sabarís,4,49,20,8028
Lluís Solé Sabarís,4,49,20,8028
Pg Marít Mar Bella,10,59,68,8005
Pg Marít Mar Bella,10,78,69,8005
Pg Marít Mar Bella,10,78,69,8005
Pl Caramelles,1,18,1,8001
Pl Caramelles,1,18,1,8001
Pl Maresme,10,91,70,8019
Aurora Bertrana,4,43,20,8028
Aurora Bertrana,4,43,20,8028
Can Segalar,4,27,19,8014
Can Segalar,4,27,19,8014
Ctra Cement Collse,7,103,43,8035
Ctra Cement Collse,7,103,43,8035
Can Ràbia,5,21,24,8017
Can Ràbia,5,21,24,8017
Nus Trinitat,9,5,57,8033
Can Valero,3,24,11,8038
Can Valero,3,24,11,8038
Camí Foixarda,3,24,11,8038
Camí Foixarda,3,24,11,8038
Jocs del 92,3,38,13,8038
Jocs del 92,3,24,11,8038
Jocs del 92,3,24,11,8038
Pierre Coubertin,3,24,11,8038
Pierre Coubertin,3,24,11,8038
Camí Salze,5,1,22,8017
Camí Salze,5,2,22,8017
Camí Salze,5,2,22,8017
Vivers,3,24,11,8038
Pl Josep M.Huertas,10,65,68,8005
Pl Josep M.Huertas,10,65,68,8005
Haifa,7,91,39,8035
Haifa,7,93,39,8035
Pl Robert Gerhard,9,14,59,8030
Pl Robert Gerhard,9,14,59,8030
Pl Ricard Zamora,5,21,24,8017
Pl Olof Palme,8,40,46,8031
Pl Valdivia,4,27,19,8014
Pl Valdivia,4,27,19,8014
Av A Bastardas,4,47,20,8028
Av A Bastardas,4,47,20,8028
Av Can Marcet,7,98,41,8035
Av Can Marcet,7,98,41,8035
Doctor Aiguader,10,54,67,8003
Doctor Aiguader,1,42,3,8003
Doctor Aiguader,1,43,4,8003
Doctor Aiguader,1,36,3,8003
Miguel Hernández,8,61,49,8042
Miguel Hernández,8,62,49,8042
Miguel Hernández,8,60,49,8042
Miguel Hernández,8,62,49,8042
Miguel Hernández,8,64,49,8042
Miguel Hernández,8,64,49,8042
Carles Soldevila,8,60,49,8042
Carles Soldevila,8,60,49,8042
Juan Ramón Jiménez,8,61,49,8042
Juan Ramón Jiménez,8,61,49,8042
Escu Poblenou,10,55,67,8005
Escu Poblenou,10,55,67,8005
Moll Xaloc,10,55,67,8005
Av Martí-Codolar,7,101,41,8035
Av Martí-Codolar,7,101,41,8035
Coll i Alentorn,7,88,38,8035
Coll i Alentorn,7,101,41,8035
Basses d'Horta,7,101,41,8035
Basses d'Horta,7,101,41,8035
Granja Vella,7,101,41,8035
Granja Vella,7,101,41,8035
Av Card Vidal Barr,7,101,41,8035
Av Card Vidal Barr,7,100,41,8035
Av Card Vidal Barr,7,102,42,8035
Av Card Vidal Barr,7,101,41,8035
Av Card Vidal Barr,7,98,41,8035
Av Card Vidal Barr,7,100,41,8035
Pare Mariana,7,101,41,8035
Pare Mariana,7,101,41,8035
Can Travi,7,100,41,8035
Can Travi,7,98,41,8035
Arquitecte Moragas,7,98,41,8035
Arquitecte Moragas,7,101,41,8035
Arquitecte Moragas,7,98,41,8035
Arquitecte Moragas,7,100,41,8035
Arquitecte Moragas,7,100,41,8035
Pl Josep Pallach,7,98,41,8035
Pl Josep Pallach,7,98,41,8035
Pl Joan Cornudella,7,98,41,8035
Pl Joan Cornudella,7,98,41,8035
Ignasi Agustí,8,64,49,8042
Ignasi Agustí,8,64,49,8042
Pl Pau,10,142,73,8020
Pl Pau,10,142,73,8020
Pl Isabel Villena,8,63,49,8042
Pl Isabel Villena,8,63,49,8042
Riudaura,3,39,13,8038
Riudaura,3,38,13,8038
Riudaura,3,39,13,8038
Riudaura,3,38,13,8038
Pl Campions,10,55,67,8005
Pl Llagut,1,37,3,8003
Poliol,5,3,22,8017
Pg Garcia Fària,10,78,69,8005
Pg Garcia Fària,10,79,69,8019
Pg Garcia Fària,10,78,69,8019
Pg Garcia Fària,10,80,69,8019
Pg Garcia Fària,10,80,69,8019
Pg Garcia Fària,10,80,69,8019
Pg Garcia Fària,10,78,69,8019
Rubió i Balaguer,7,99,41,8035
Rubió i Balaguer,7,100,41,8035
Pl Baró de Viver,9,6,58,8030
Pl Baró de Viver,9,6,58,8030
Pl Ca n'Ensenya,8,54,48,8042
Pl Ca n'Ensenya,8,54,48,8042
Nulles,8,9,44,8031
Nulles,8,9,44,8031
Vila-rodona,8,9,44,8031
Vila-rodona,8,9,44,8031
Av Manuel Azaña,4,47,20,8028
Av Manuel Azaña,4,47,20,8028
General Batet,4,47,20,8028
General Batet,4,47,20,8028
Ptge St Joan Malta,10,98,71,8018
Ptge St Joan Malta,10,98,71,8018
Ptge St Joan Malta,10,99,71,8018
Pl Emili Mira,5,32,25,8022
Pl Emili Mira,5,32,25,8022
Pl Mar,1,32,3,8003
Pl Mar,1,32,3,8003
Naranjo de Bulnes,5,7,23,8034
Naranjo de Bulnes,5,7,23,8034
Pl Sta Creu Olorda,5,1,22,8017
Polvorí,3,24,11,8038
Polvorí,3,42,14,8038
Polvorí,3,24,11,8038
Pl Clota,7,101,41,8035
Pl Clota,7,102,42,8035
Pl Clota,7,101,41,8035
Pl Clota,7,102,42,8035
Pl Joan Casanelles,10,36,65,8018
Pl Joan Casanelles,10,36,65,8018
Pl John Lennon,6,59,31,8012
Pl John Lennon,6,59,31,8012
Josep Samitier,4,49,20,8028
Josep Samitier,4,49,20,8028
Maria Montessori,3,5,11,8004
Pl Poble Gitano,6,55,31,8012
Pl Xiprer,5,11,23,8017
Menéndez y Pelayo,4,49,20,8028
Menéndez y Pelayo,4,49,20,8028
Mercè Rodoreda,5,32,25,8035
Mercè Rodoreda,5,32,25,8035
J Sunyol i Garriga,4,47,20,8028
J Sunyol i Garriga,4,47,20,8028
Carles Ferrer Sala,4,47,20,8028
Carles Ferrer Sala,4,47,20,8028
Pl C Arderiu,10,143,73,8020
Pl C Arderiu,10,143,73,8020
Pl T Bacchio,10,84,70,8019
Ptge Vapor Vell,3,90,18,8028
Ptge Vapor Vell,3,90,18,8028
Ptge La Canadenca,3,19,11,8004
Ptge La Canadenca,3,19,11,8004
SN (700946 Hospit,4,47,20,8028
F Bonnemaison,10,140,73,8020
F Bonnemaison,10,140,73,8020
Pere Vergés,10,142,73,8020
Pere Vergés,10,142,73,8020
Antàrtic,3,25,12,8040
Antàrtic,3,25,12,8040
Àrtic,3,25,12,8040
Àrtic,3,25,12,8040
Atlàntic,3,25,12,8040
Atlàntic,3,25,12,8040
Índic,3,25,12,8040
Índic,3,25,12,8040
Ptge Malacca,3,25,12,8040
Ptge Malacca,3,25,12,8040
Mar Groga,3,25,12,8040
Mar Groga,3,25,12,8040
Mar Roja,3,25,12,8040
Mar Roja,3,25,12,8040
Av Ports d'Europa,3,25,12,8040
Ptge Suez,3,25,12,8040
Ptge Suez,3,25,12,8040
Gaspar Cassadó,5,5,23,8034
Gaspar Cassadó,5,5,23,8034
Pl Dr Cararach Mau,9,61,61,8027
Pl Dr Cararach Mau,9,61,61,8027
Ptge Bateries,3,20,11,8038
Ptge Bateries,3,24,11,8038
Ptge Bateries,3,24,11,8038
Apel·les Fenosa,6,45,31,8012
Apel·les Fenosa,6,45,31,8012
Pl Josep M. Poblet,3,93,18,8028
Pl Modernitat,9,32,60,8030
Pl Modernitat,9,32,60,8030
Pl Manuel Torrente,6,33,31,8024
Pl Ver Prosperitat,8,94,52,8016
Pl Ver Prosperitat,8,94,52,8016
Esc Matagalls,8,46,46,8031
Esc Matagalls,8,47,46,8031
Esc Matagalls,8,46,46,8031
Esc Matagalls,8,47,46,8031
Esc Erta,8,46,46,8031
Esc Erta,8,47,46,8031
Esc Erta,8,46,46,8031
Esc Erta,8,47,46,8031
Ptge Granollers,7,120,43,8032
Can Falgàs,4,56,21,8034
Can Falgàs,4,56,21,8034
George R. Collins,4,53,21,8034
George R. Collins,4,53,21,8034
Saüc,5,5,23,8017
Saüc,5,5,23,8017
Pl Artur Martorell,10,141,73,8020
Pl Artur Martorell,10,141,73,8020
Pl Manuel Ainaud,10,142,73,8020
Pl Manuel Ainaud,10,142,73,8020
Josep Estalella,10,142,73,8020
Josep Estalella,10,142,73,8020
Pl Fernando Ríos,10,143,73,8020
Pl Fernando Ríos,10,143,73,8020
Àngels Garriga,10,142,73,8020
Àngels Garriga,10,142,73,8020
Fèlix Martí Alpera,10,142,73,8020
Fèlix Martí Alpera,10,143,73,8020
Cordelles,9,15,59,8030
Cordelles,9,15,59,8030
Vila Arrufat,5,49,26,8017
Pl J Sánchez Ríos,3,26,13,8038
Pl J Sánchez Ríos,3,26,13,8038
Pl George Orwell,1,29,2,8002
Pl George Orwell,1,29,2,8002
Ptge Mare Déu Estr,5,4,23,8017
Ptge Mare Déu Estr,5,4,23,8017
Pau Romeva,4,22,19,8029
Pau Romeva,4,22,19,8029
Pl Martí Llauradó,5,22,24,8017
Pl Martí Llauradó,5,22,24,8017
Pl Jacint Reventós,1,46,4,8003
Pl Jacint Reventós,1,46,4,8003
Pl Estatut,7,102,42,8032
Pl Estatut,7,102,42,8032
Pl Conxita Badia,10,140,73,8020
Pl Conxita Badia,10,140,73,8020
Pl Blanquerna,1,1,1,8001
Pl Blanquerna,1,1,1,8001
Pl Alfonso Comín,6,8,28,8023
Pl Alfonso Comín,6,6,28,8023
Pl Alfonso Comín,5,33,25,8035
Pl Alfonso Comín,6,7,28,8023
Pl Alfonso Comín,6,6,28,8023
Pl Alfonso Comín,6,9,28,8023
Pl Alfonso Comín,6,7,28,8023
Pl Alfonso Comín,6,8,28,8023
Pl Alfonso Comín,5,33,25,8035
Budapest,7,26,34,8024
Budapest,7,28,35,8041
Budapest,7,27,35,8024
Budapest,7,28,35,8024
Ptge Casa Llarga,10,137,73,8020
Ptge Casa Llarga,10,137,73,8020
Pl Indians,9,81,62,8027
Pl Pere Falqués,9,19,60,8030
Pl Pere Falqués,9,18,60,8030
Pl Pere Falqués,9,18,60,8030
Pl Julio González,10,71,68,8005
Pl Julio González,10,71,68,8005
Ptge Amadeu Bagués,1,28,2,8002
Ptge Amadeu Bagués,1,28,2,8002
Pl André Malraux,2,1,5,8018
Plta R Serrano,8,22,45,8016
Camí Quatre Estaci,8,67,50,8033
Camí Quatre Estaci,8,107,53,8033
SN(Sta Coloma Nus,9,32,60,8030
SN(Sta Coloma Nus,9,32,60,8030
Pl Msèn J Cortinas,9,14,59,8030
Pl Msèn J Cortinas,9,14,59,8030
Pl Á Cunqueiro,8,6,44,8031
Pl Á Cunqueiro,8,6,44,8031
Pl Sant Galdric,1,19,1,8001
Pl Sant Galdric,1,19,1,8001
Pl Olivereta,3,75,17,8028
Pl Olivereta,3,75,17,8028
Pl T Claramunt,3,37,13,8038
Joan Sales,7,96,40,8035
Joan Sales,7,97,40,8035
Albert Einstein,8,215,48,8042
Albert Einstein,8,215,48,8042
Marie Curie,8,53,48,8042
Marie Curie,8,54,48,8042
Marie Curie,8,215,48,8042
Pl Mercè Capsir,10,110,72,8020
Pl J Xirau Palau,1,30,2,8002
Pl J Xirau Palau,1,30,2,8002
Pl Taxi,9,85,63,8041
Luz Casanova,8,77,51,8042
Luz Casanova,8,77,51,8042
Pl Miguel Unamuno,8,63,49,8042
Pl Miguel Unamuno,8,63,49,8042
Pl J Puig i Esteve,5,6,23,8034
Pl Fonts,9,7,58,8030
Pl Constel·lacions,10,42,66,8018
Pl Constel·lacions,10,42,66,8018
Greenwich,10,42,66,8018
Greenwich,10,42,66,8018
Pl Monterrey,9,9,59,8030
Pl Óssa Menor,10,42,66,8018
Pl Óssa Menor,10,42,66,8018
Solsticis,10,42,66,8018
Solsticis,10,42,66,8018
Pl Pere Coromines,1,5,1,8001
Pl Pere Coromines,1,5,1,8001
Pl Mn Ferran Palau,7,96,40,8035
Pl Mn Ferran Palau,7,96,40,8035
Pl Josep Obiols,5,12,23,8017
Pl Arts,2,13,5,8013
Pl Ictíneo,1,30,2,8039
Pg Ítaca,1,30,2,8039
Pg Ítaca,1,30,2,8039
Pl Odissea,1,30,2,8039
Pl Odissea,1,30,2,8039
Camí T Sansalvador,5,3,22,8017
Ptge Dardanels,3,25,12,8040
Ptge Aral,3,25,12,8040
Ptge Aral,3,25,12,8040
Avançada,9,13,59,8030
J Ferrater i Móra,10,77,69,8019
J Ferrater i Móra,10,78,69,8019
J Ferrater i Móra,10,78,69,8019
Pl Genescà Coromin,1,36,3,8003
Pl La Maquinista,1,36,3,8003
Pl Frederic Marès,1,25,2,8002
Pl Frederic Marès,1,25,2,8002
Pl P Mandiargues,1,5,1,8001
Pl P Mandiargues,1,5,1,8001
Robert Robert,8,77,51,8042
Robert Robert,8,77,51,8042
Pl Portocristo,8,34,45,8016
Pl Portocristo,8,34,45,8016
M Aurèlia Capmany,1,19,1,8001
M Aurèlia Capmany,1,11,1,8001
Pl Roquetes,8,67,50,8042
Pl Josep Rovira,10,35,65,8018
Pl Josep Rovira,10,35,65,8018
Pl G Mistral,10,36,65,8018
Pl G Mistral,10,36,65,8018
Pl Tolerància,9,55,61,8027
Pl Joan Coromines,1,18,1,8001
Pas Inst Escola,1,43,4,8003
Pas Inst Escola,1,43,4,8003
Josep Pijoan,1,30,2,8002
Josep Pijoan,1,30,2,8002
Pl Belianes,5,20,24,8017
Pl Henry Dunant,2,38,6,8025
Pl Henry Dunant,2,38,6,8025
Duoda,10,126,73,8020
Duoda,10,129,73,8020
Duoda,10,126,73,8020
Duoda,10,129,73,8020
Duoda,10,125,73,8020
Pl M Antònia Salvà,10,110,72,8020
Pl Mn M Vall Mundó,5,5,23,8017
Ptge Llobregat,3,39,13,8038
Ptge Llobregat,3,39,13,8038
Pl Jean Genet,1,1,1,8001
Pl Vidriera,3,57,16,8014
Pl Vidriera,3,57,16,8014
Pl Romeus S Medir,5,12,23,8017
Pl P Figuera Serra,5,8,23,8017
Pl Creu Roja,10,98,71,8018
Pl Montse Garriga,10,110,72,8020
Pl Madrona Prat,7,91,39,8035
Camí Turó del Puig,5,2,22,8017
Pl Jaume Sabartés,1,45,4,8003
Pl Jaume Sabartés,1,45,4,8003
Pl Hilari Salvadó,1,35,3,8003
Pl Hilari Salvadó,1,35,3,8003
Pl Lluís Casassas,8,57,48,8042
Pg Taulat,10,72,68,8005
Pg Taulat,10,77,69,8019
Pg Taulat,10,79,69,8019
Pg Taulat,10,80,69,8019
Pg Taulat,10,78,69,8005
Pg Taulat,10,80,69,8019
Pg Taulat,10,71,68,8005
Pg Taulat,10,79,69,8019
Pl Ramon Calsina,10,79,69,8019
Pl Ramon Calsina,10,79,69,8019
Pl Llevant,10,81,70,8019
Pg Havana,9,8,59,8030
Pg Havana,9,9,59,8030
Pl La Puntual,1,48,4,8003
Pl St J Abadesses,7,28,35,8032
Ptge Ormuz,3,25,12,8040
Ptge Ormuz,3,25,12,8040
Ptge Bering,3,25,12,8040
Ptge Bering,3,25,12,8040
Ptge Moçambic,3,25,12,8040
Ptge Moçambic,3,25,12,8040
Ptge Yucatán,3,25,12,8040
Ptge Yucatán,3,25,12,8040
Ptge Martinica,3,25,12,8040
